筛,猎矫饼猜骄蜂给峭箍脊,0.27412587412587414,0.27412587412587414,0.2811188811188811
五,巫灭匹歹亚迈互正王工,0.9565826330532213,0.9565826330532213,0.9565826330532213
围,圈圃团阁闯阉固闺甩囤,0.8487394957983193,0.8487394957983193,0.8487394957983193
款,敖散瓤敬刻软教都敦熟,0.5187760778859527,0.5187760778859527,0.5201668984700973
娶,琴弦翠婴碧粱要驾梨贸,0.9216783216783216,0.9244755244755245,0.9300699300699301
盖,盂盏盎患叁着羡益蓝贵,0.7868162692847125,0.7924263674614306,0.8036465638148668
剩,到刹判剥削割耕剂豺私,0.737062937062937,0.7384615384615385,0.7398601398601399
耶,邱邢聊挪郎即邮耿郁哪,0.8008415147265077,0.8457223001402524,0.8737727910238429
琐,狡顽疏孩珐玫砷该矽颈,0.7997179125528914,0.7997179125528914,0.8011283497884344
吼,肌此队钒呛咖毗叫鼠哦,0.9329608938547486,0.9357541899441341,0.9385474860335196
岩,发毖步夯多纬瓷毙给学,0.9243697478991597,0.9327731092436975,0.9327731092436975
醒,聘酿睡醇酪鲤眶酷腥碾,0.9328671328671329,0.9538461538461539,0.9552447552447553
闽,阅闺闯阔闰阉阑闲阁闹,0.9413407821229051,0.9650837988826816,0.9650837988826816
尉,豺刚副卧剩附勋厨到剐,0.44428772919605075,0.9887165021156559,0.9887165021156559
旦,县忍巴互迅里囚毋皿包,0.5916083916083916,0.9552447552447553,0.9636363636363636
杀,末条禾东外采米赤兴朱,0.6215083798882681,0.6284916201117319,0.6522346368715084
衡,衙鹤渤煽街傲斜勋够谢,0.8871866295264624,0.8983286908077994,0.915041782729805
打,扩力松扣拧权杠扛郎扫,0.9453015427769986,0.9495091164095372,0.9607293127629734
脑,腕脓服盼脉脂腑晒附脸,0.6941340782122905,0.7081005586592178,0.7081005586592178
殷,躬醒殿熙僻能酿傲耽彼,0.41316526610644255,0.9509803921568627,0.9509803921568627
环,郎打狞坏砾杯织孤怀析,0.400278940027894,0.9539748953974896,0.9553695955369595
发,戌贷毖失孜沁兴纹步纬,0.7076923076923077,0.8573426573426574,0.8615384615384616
眺,毗脓眯吼脱腕胜徘瞅彤,0.34965034965034963,0.9762237762237762,0.9762237762237762
邯,郎却郁邮邦挪坍抑邱扩,0.32217573221757323,0.3891213389121339,0.43654114365411434
