筛,俏硝销命缉绢箔绊昂符,0.3333333333333333,0.3333333333333333,0.35
五,王正玉之臼互臣乓盂豆,0.95,0.95,0.95
围,圃阑圈固回阁图困因团,0.95,0.95,0.95
款,颜敦叔敬软数毅轩勃就,0.0847457627118644,0.0847457627118644,0.0847457627118644
娶,翟驾聂望售鬃照梨磐垄,0.5833333333333334,0.5833333333333334,0.5833333333333334
盖,盎矗盏孟篮盆窘看盈盅,0.3,0.3,0.3
剩,刮刹剥勃捌判别削剔动,0.9333333333333333,0.9333333333333333,0.9333333333333333
耶,邢轩躬聊船邦邵野却秤,0.9152542372881356,0.9152542372881356,0.9152542372881356
琐,顽缎砍散玫酿锻趋孤瑰,0.6166666666666667,0.6166666666666667,0.6166666666666667
吼,肌肥咖讽北讹毗弛耿吮,0.9661016949152542,0.9661016949152542,0.9661016949152542
岩,为步毙女患劣咨毖芳旨,0.9333333333333333,0.9333333333333333,0.95
醒,臆翟醛醚眠畴雏瞪腥瞧,0.85,0.85,0.8833333333333333
闽,阅阁阔闯围闲阉闰闺自,0.4067796610169492,0.9661016949152542,0.9661016949152542
尉,卧肋豺驯厨削钎附剩剐,0.7,0.9833333333333333,0.9833333333333333
旦,坚具巴回甩王日只恩皿,0.9322033898305084,0.9661016949152542,0.9661016949152542
杀,示我采未京禾宋夫末东,0.7,0.7166666666666667,0.7166666666666667
衡,绑衙僻豹逝澎衍魁解脚,0.25,0.25,0.2833333333333333
打,扣抄韧书加扫扒韦扩妇,0.85,0.85,0.8666666666666667
脑,胺晒肪眶脂腑酪眠脓胸,0.15,0.15,0.16666666666666666
殷,殿烬领颐能段鹤徒雕鳃,0.9,0.9,0.9
环,邓矽级谅郎虾汲炸伞观,0.016666666666666666,0.016666666666666666,0.016666666666666666
发,允为毖冷女去资贷灾兑,0.38333333333333336,0.45,0.4666666666666667
眺,毗瞅啡昨溅吼能艇跳酗,0.65,0.9333333333333333,0.9333333333333333
邯,奸邢邦轩邱炸虾郎邓抑,0.8333333333333334,0.95,0.95
辉,钙得蚜婿蜂蚂蹿饵浮挣,0.55,0.8666666666666667,0.8666666666666667
蜜,密窑宦富嚷赛学要窖官,0.3220338983050847,0.3728813559322034,0.3728813559322034
必,浅少壮一巡小为从穴八,0.5254237288135594,0.576271186440678,0.576271186440678
巡,远迁灶逛逊毡迭幽迷趁,0.8833333333333333,0.9,0.9
悍,烽恃惮得悸棒悟悔悼惺,0.85,0.9333333333333333,0.9333333333333333
茧,惑蘑若盐荒昔惠袭蓖茎,0.48333333333333334,0.6166666666666667,0.6166666666666667
郊,郎奸郁轩郑邓却新邻伞,0.4,0.5333333333333333,0.5333333333333333
冷,沾洛给咨洽污讫话谚呛,0.85,0.9333333333333333,0.9333333333333333
肝,邢脚盯胁吁叫忻肿矿胎,0.8135593220338984,0.9661016949152542,0.9661016949152542
云,穴子匹么之元否石乓了,0.6333333333333333,0.95,0.95
匪,哑亚巫趾迪厨迹盛阻冠,0.6,0.6333333333333333,0.65
饵,绸浮狰得诅砷钙钮油均,0.5833333333333334,0.8,0.8
寺,守茸孝奇芋考吉劣弯昔,0.8,0.8333333333333334,0.8333333333333334
砍,玫配碾殴弦现功锻欢双,0.9166666666666666,0.95,0.9666666666666667
龙,花左尤成戍衣艺式戊丈,0.6166666666666667,0.8,0.8
脱,眠胺腕肪脂舱脑眨躯惋,0.23333333333333334,0.3333333333333333,0.3333333333333333
怠,惩怨峦台念怎急会包傀,0.26666666666666666,0.38333333333333336,0.38333333333333336
机,枫伙犯北扒扣札松枷枢,0.7833333333333333,0.95,0.95
县,具坚思恩召旦悬恐品恳,0.3220338983050847,0.7966101694915254,0.7966101694915254
蓄,蔫荐蘑暮著若昔荡蔷荤,0.5,0.5833333333333334,0.5833333333333334
疏,瑰斑肮琐瑶烷跪醇颐旅,0.016666666666666666,0.08333333333333333,0.08333333333333333
梨,架攀栗禁采轩贺势嗽赖,0.8360655737704918,0.9016393442622951,0.9016393442622951
缎,徒彼锻獭皱牧缀舷醚赖,0.4666666666666667,0.6333333333333333,0.6333333333333333
渍,漠谎洗没浸茨绩港磺洪,0.5333333333333333,0.6333333333333333,0.6333333333333333
粘,档机粕枯蛤移赖拙救舶,0.4,0.9166666666666666,0.9333333333333333
遵,递连道遍滇透噬遁隘速,0.9333333333333333,0.9333333333333333,0.95
盐,植曲姑趁臣惑些毡蘑滥,0.7,0.8166666666666667,0.8166666666666667
