筛,猎矫猜饼符骄峭绢蜂给,0.2833333333333333,0.2833333333333333,0.2833333333333333
五,巫灭匹迈歹亚王正互了,0.9166666666666666,0.9166666666666666,0.9166666666666666
围,圃团圈闯阁阉固甩闺闽,0.6833333333333333,0.6833333333333333,0.6833333333333333
款,散敖软敬瓤教刻都敦歉,0.4745762711864407,0.4745762711864407,0.4745762711864407
娶,弦琴翠碧婴贸要更磐粱,0.8666666666666667,0.8666666666666667,0.8666666666666667
盖,盂患羡叁盏着贵蓝卷益,0.8166666666666667,0.8166666666666667,0.8166666666666667
剩,到刹判削割剥豺耕剂私,0.5833333333333334,0.5833333333333334,0.5833333333333334
耶,邱邢聊挪郁即哪职耿郎,0.8305084745762712,0.864406779661017,0.8813559322033898
琐,狡顽疏孩玫砷珐该矽破,0.7833333333333333,0.7833333333333333,0.8
吼,肌队钒此毗咖呛鼠牡吐,0.9322033898305084,0.9322033898305084,0.9322033898305084
岩,发瓷毖毙多炭夯符步会,0.9,0.9166666666666666,0.9166666666666666
醒,聘酿醇睡酪酷碾腥艘鲤,0.9666666666666667,0.9833333333333333,0.9833333333333333
闽,阅闺阔闯阑闰阉闲阁闹,0.9491525423728814,0.9830508474576272,0.9830508474576272
尉,豺刚副剩附卧到厨勋剐,0.4166666666666667,0.9833333333333333,0.9833333333333333
旦,县忍巴里迅互五毋豆包,0.4745762711864407,0.9661016949152542,0.9661016949152542
杀,末禾采外条东米赤尔矣,0.6166666666666667,0.6166666666666667,0.6333333333333333
衡,鹤衙渤煽傲街做勋谢懈,0.8833333333333333,0.8833333333333333,0.9166666666666666
打,扩松权扣杠力拧郎扛析,0.9166666666666666,0.9166666666666666,0.95
脑,腕服脓脉盼腑晒脸脂肪,0.6333333333333333,0.6833333333333333,0.6833333333333333
殷,躬醒殿僻能熙彼傲锻酿,0.4166666666666667,0.9666666666666667,0.9666666666666667
环,狞郎坏打砾孤织双杯邢,0.48333333333333334,0.9166666666666666,0.9166666666666666
发,戌贷纹毖失沁兴步孜货,0.5833333333333334,0.6833333333333333,0.6833333333333333
眺,毗脓眯吼腕脱瞅胜湘徘,0.4,1.0,1.0
邯,郁却郎邦邮挪坍邱抑粕,0.4,0.4666666666666667,0.5166666666666667
辉,甥婿蜂镍蝉辑评峰蚜悍,0.8333333333333334,0.8333333333333334,0.8333333333333334
蜜,弯窑密瓷窖鼻窒娇堂嚷,0.7796610169491526,0.9152542372881356,0.9152542372881356
必,炽一仙出吐心么叫灶抄,0.13559322033898305,0.2542372881355932,0.2542372881355932
巡,逊述迭避逝退凶处幽逃,0.9166666666666666,0.95,0.95
悍,焊惮将浑慢棵评悼埠啤,0.9166666666666666,0.9333333333333333,0.95
茧,剪蔗垄蔫袭惑苞惹英墓,0.85,0.85,0.85
郊,郎郁却邦狞郭歼新邱刮,0.016666666666666666,0.03333333333333333,0.03333333333333333
冷,淳泛咨洛沾皮浮资话洽,0.7666666666666667,0.8,0.8166666666666667
肝,附盯册旷肪脐叶肿胁邱,0.864406779661017,0.9491525423728814,0.9491525423728814
云,示子歹无了舌乃亡王石,0.7666666666666667,0.8666666666666667,0.8666666666666667
匪,醚逛庭趾诬憨哑题雁酞,0.8,0.9166666666666666,0.9166666666666666
饵,拇留似弹蝉键啤稗烟刨,0.55,0.5833333333333334,0.5833333333333334
寺,寿孝并奇吉茸芹苯芽芋,0.9166666666666666,0.9333333333333333,0.9333333333333333
砍,玫顽矽欣硕琐砷放殴孩,0.08333333333333333,0.13333333333333333,0.13333333333333333
龙,戌花茨坑戈邓松尤古左,0.7833333333333333,0.9,0.9
脱,脓腕胺脸服唯毗唬脖臆,0.3333333333333333,0.45,0.45
怠,念急悠色怨怎烹会总虑,0.65,0.9333333333333333,0.9333333333333333
机,扒私枫松朴郴舰邯忱忆,0.4166666666666667,0.9166666666666666,0.9166666666666666
县,景具恩悬昂忍围畏男界,0.4576271186440678,0.847457627118644,0.864406779661017
蓄,蒂暮菱著莆聋萍昏劳荡,0.8666666666666667,0.8833333333333333,0.8833333333333333
